table_catalog,table_schema,table_name,table_type,table_description
dev_trusted_silver,reference,partner_brand,MANAGED,"A reference table in silver layer which will act as a source of truth for partner brand

**Granularity**: One row per website id

**Data contract**: [Silver - Reference - Partner Brand](https://skyscanner.atlassian.net/wiki/x/7DjaP)

**Data pipeline**: [partner_brand_dimension_v1](https://skyscanner.astronomer.run/d46zwutk/dags/partner_brand_dimension_v1/grid)

**Data pipeline (Github)**: [partner-brand-dimension-job](https://github.com/skyscanner/partner-brand-dimension-job)

**SLO**: Daily at 01:00 UTC"
dev_trusted_silver,reference,user_agent,MANAGED,
dev_trusted_silver,save_to_list,save_to_list_create_events,MANAGED,"Dataset of Save-To-List Create Events.

**Granularity**: One row per create event

**Data contract**: [Silver - save_to_list_create_events](https://skyscanner.atlassian.net/wiki/x/mp4GTQ)

**Data pipeline (Github)**: https://github.skyscannertools.net/skyscanner/save-to-list-metrics-dag

**SLO**: 9am UTC - UK Working Days"
dev_trusted_silver,save_to_list,save_to_list_create_events_v2,MANAGED,"Dataset of Save-To-List Create Events v2.

**Granularity**: One row per create event

**Data contract**: [Silver - save_to_list_create_events_v2](https://skyscanner.atlassian.net/wiki/x/FgATTw)

**Data pipeline (Github)**: https://github.com/skyscanner/save-to-list-metrics-dag

**SLO**: 9am UTC - UK Working Days"
dev_trusted_silver,save_to_list,save_to_list_create_events_v3,MANAGED,"Dataset of Save-To-List Create Events v3.

**Granularity**: One row per create event

**Data contract**: [Silver - save_to_list_create_events_v3](https://skyscanner.atlassian.net/wiki/x/BYAAXQ)

**Data pipeline (Github)**: https://github.com/skyscanner/save-to-list-metrics-dag

**SLO**: 9am UTC - UK Working Days"
dev_trusted_silver,save_to_list,save_to_list_create_events_v3alpha,MANAGED,"Dataset of Save-To-List Create Events v3.

**Granularity**: One row per create event

**Data contract**: [Silver - save_to_list_create_events_v3](https://skyscanner.atlassian.net/wiki/x/BYAAXQ)

**Data pipeline (Github)**: https://github.com/skyscanner/save-to-list-metrics-dag

**SLO**: 9am UTC - UK Working Days"
dev_trusted_silver,save_to_list,save_to_list_create_events_v4,MANAGED,"Dataset of Save-To-List Create Events v4.

**Granularity**: One row per create event

**Data contract**: [Silver - save_to_list_create_events_v4](https://skyscanner.atlassian.net/wiki/x/VoDpeQ)

**Data pipeline (Github)**: https://github.com/skyscanner/save-to-list-metrics-dag

**SLO**: 9am UTC - UK Working Days"
dev_trusted_silver,save_to_list,save_to_list_delete_all_items_events_v1,MANAGED,"Dataset of Save-To-List Delete All Items Events v1.

**Granularity**: One row per delete all items event

**Data contract**: [Silver - save_to_list_delete_all_items_events_v1](https://skyscanner.atlassian.net/wiki/x/CIfJeQ)

**Data pipeline (Github)**: https://github.com/skyscanner/save-to-list-metrics-dag

**SLO**: 9am UTC - UK Working Days"
dev_trusted_silver,save_to_list,save_to_list_delete_events_v1,MANAGED,"Dataset of Save-To-List Delete Events v1.

**Granularity**: One row per delete event

**Data contract**: [Silver - save_to_list_delete_events_v1](https://skyscanner.atlassian.net/wiki/x/ZwSTaQ)

**Data pipeline (Github)**: https://github.com/skyscanner/save-to-list-metrics-dag

**SLO**: 9am UTC - UK Working Days"
dev_trusted_silver,save_to_list,save_to_list_delete_events_v2,MANAGED,"Dataset of Save-To-List Delete Events v2.

**Granularity**: One row per delete event

**Data contract**: [Silver - save_to_list_delete_events_v2](https://skyscanner.atlassian.net/wiki/x/EQP-f)

**Data pipeline (Github)**: https://github.com/skyscanner/save-to-list-metrics-dag

**SLO**: 9am UTC - UK Working Days"
dev_trusted_silver,save_to_list,save_to_list_page_visit_events_v1,MANAGED,"Dataset of Save-To-List Page Visit Events v1.

**Granularity**: One row per page visit event

**Data contract**: [Silver - save_to_list_page_visit_events_v1](https://skyscanner.atlassian.net/wiki/x/PDASTw)

**Data pipeline (Github)**: https://github.com/skyscanner/save-to-list-metrics-dag

**SLO**: 9am UTC - UK Working Days"
dev_trusted_silver,save_to_list,save_to_list_traveller_saved_item_id_v1,MANAGED,"Intermediate ID mapping table that generates globally unique traveller_saved_item_id values by hashing vertical-specific fields with UTID. Maps v1 legacy IDs to v2 IDs via migration reconciliation.

**Granularity**: One row per unique saved item (utid + item context)

**Data contract**: [Silver - save_to_list_traveller_saved_item_id_v1](https://skyscanner.atlassian.net/wiki/x/qoHsf)

**Data pipeline (Github)**: https://github.com/skyscanner/save-to-list-metrics-dag

**SLO**: 9am UTC - UK Working Days"
dev_trusted_silver,search_request,flight_search_request,MANAGED,"flight_search_request contains data pertaining to all flight search requests including combined search requests.

**Granularity**: One row for each search request

**Data contract**: https://skyscanner.atlassian.net/wiki/x/XwB0IQ

**Data pipeline**: https://skyscanner.astronomer.run/d46zwutk/dags/search_request_dag_v2/grid

**Data pipeline (GitHub)**: https://github.com/skyscanner/search-request-job"
dev_trusted_silver,search_request,intermediate_search_request,MANAGED,"This table is created as part of an ETL process and should not be consumed from. Please consume from search_request or flight_search_request instead.

**Granularity**: One row for each search request

**Data contract**: https://skyscanner.atlassian.net/wiki/x/AIHEV

**Data pipeline**: https://skyscanner.astronomer.run/d46zwutk/dags/search_request_dag_v2/grid

**Data pipeline (GitHub)**: https://github.com/skyscanner/search-request-job"
dev_trusted_silver,search_request,intermediate_search_request_poc,MANAGED,
dev_trusted_silver,search_request,multi_city_flight_leg_search_request,MANAGED,"The flight_leg_search_request table stores information about flight legs searched for in multi-city searches only.

**Granularity**: One row for each search request

**Data contract**: https://skyscanner.atlassian.net/wiki/x/NwFzIQ

**Data pipeline**: https://skyscanner.astronomer.run/d46zwutk/dags/search_request_dag_v2/grid

**Data pipeline (GitHub)**: https://github.com/skyscanner/search-request-job"
dev_trusted_silver,search_request,search_request,MANAGED,"This table contains 1st party search events

**Granularity**: One row for each search request

**Data contract**: https://skyscanner.atlassian.net/wiki/x/aYH_I

**Data pipeline**: https://skyscanner.astronomer.run/d46zwutk/dags/search_request_dag_v2/grid

**Data pipeline (GitHub)**: https://github.com/skyscanner/search-request-job"
dev_trusted_silver,search_request,temp_search_request,VIEW,
dev_trusted_silver,search_result,flight_itinerary_pricing_option,MANAGED,"A search result consists of a group of itineraries generated from a users search. Each itinerary is broken down into various pricing options displayed on the booking panel page. This dataset represents the final set of pricing options shown to the user before they get redirected to the partner website. Includes TCS (Total Cost of Search) fare attributes: cabin and checked baggage details (assessment types, pieces, fees in GBP, weights in kg, inclusion flags), fare brand name, seat pre-reservation assessment, advance change assessment, and cancellation assessment. Also includes decimal-precision price columns (total_price_local, total_price_gbp) alongside legacy integer price columns.

**Granularity**: One row per search_request_id, utid, pricing_option_id, itinerary_guid, search_results_option_guid, booking_panel_id, booking_panel_option_guid, is_mashup

**Data contract**: [flight_itinerary_pricing_option](https://skyscanner.atlassian.net/wiki/x/AYCYSQ)

**Data pipeline**: [search_result_dag_v1](https://cloud.astronomer.io/cl7gb04pk766868ptyveanlcslc/dags/clon0viit1783539u1j4c39jfvu/search_result_dag_v1)

**Data pipeline (Github)**: [search-results-dag](https://github.com/Skyscanner/search-result-dags)

**SLO**: Daily at 10:00 am UTC"
dev_trusted_silver,search_result,flight_search_result_itinerary,MANAGED,"A search result consists of a group of itineraries generated from a users search. Each itinerary is broken down into various pricing options displayed on the booking panel page. This dataset represents the top 25 - 30 itineraries from a combined-results/dayview page that has resulted in a booking panel.

**Granularity**: One row per search_request_id, utid, search_results_page_guid, search_results_option_guid, itinerary_guid

**Data contract**: [flight_search_result_itinerary](https://skyscanner.atlassian.net/wiki/x/QQJ8SQ)

**Data pipeline**: [search_result_dag_v1](https://cloud.astronomer.io/cl7gb04pk766868ptyveanlcslc/dags/clon0viit1783539u1j4c39jfvu/search_result_dag_v1)

**Data pipeline (Github)**: [search-results-dag](https://github.com/Skyscanner/search-result-dags)

**SLO**: Daily at 10:00 am UTC"
dev_trusted_silver,seo_insight,intermediate_seo_ai_overview,MANAGED,"Domain-level AI Overview performance metrics aggregated from Bronze AIO keyword data.

**Granularity**: One row per domain, keyword tag, device, and date partition

**Data pipeline (Github)**: [seo-clarity-metrics-job](https://github.com/skyscanner/seo-clarity-metrics-job)

**SLO**: 2:00 PM UTC"
dev_trusted_silver,seo_insight,intermediate_seoclarity_aio,MANAGED,"Domain-level AI Overview performance metrics aggregated from Bronze AIO keyword data.

**Granularity**: One row per domain, keyword tag, device, and date partition

**Data pipeline (Github)**: [seo-clarity-metrics-job](https://github.com/skyscanner/seo-clarity-metrics-job)

**SLO**: 2:00 PM UTC"
dev_trusted_silver,seo_insight,llm_brand_visibility,MANAGED,"LLM brand visibility data with resolved brand assets and verticals.

**Granularity**: One row per prompt, model, region, mention/citation, and tag combination

**Data contract**: [Silver - llm_brand_visibility](https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/llm_brand_visibility)

**Data pipeline**: [llm_brand_visibility_dag_v1](https://skyscanner.astronomer.run/dc39jfvu/dags/llm_brand_visibility_dag_v1/grid?search=llm_brand_visibility_dag_v1)

**Data pipeline (Github)**: [seo-clarity-metrics-job](https://github.com/skyscanner/seo-clarity-metrics-job)

**SLO**: 2:00 PM UTC"
dev_trusted_silver,session,acquisition,MANAGED,
dev_trusted_silver,session,app_action,MANAGED,
dev_trusted_silver,session,app_session_extended_redirect_count_poc,MANAGED,
dev_trusted_silver,session,app_sessions_views_poc_extended_metrics,MANAGED,
dev_trusted_silver,session,f_session_agg,MANAGED,"Session dataset is a comprehensive tool for analysing user engagement and behaviour across digital platform.  Session (Gold) is a fact table designed to produce a session level granularity enabling better user engagement analysis and facilitating the understanding of traffic sources and user behaviour.  It contains dimensions such as Channel, Device, Geography, Traveller Preference, Platform, User, Browser Information, Page Information etc.  It also contains session attributes like session start and end time, visitor type, redirect metrics, search metrics and session measurements like session duration, view counts, redirect counts.

**Granularity**: One row per session.

**Data contract**: https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/733887776/Gold+-+Fact+-+session

**Data pipeline (Sessions)**: https://dagger.skyscannertools.net/tree?dag_id=user_activity_dag_v1

**Data pipeline (GitHub)**: https://github.skyscannertools.net/skyscanner/user-session-gold-job"
dev_trusted_silver,session,f_session_quarantine,MANAGED,"This table stores the bad quality data which fails the validation checks.

**Granularity**: One row per session.

**Data contract**: https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/733887776/Gold+-+Fact+-+session

**Data pipeline (Astronomer)**: [user_activity_dag_v1](https://cloud.astronomer.io/clvceu04b012p01my370eiwjx/dags?name=user_activity_dag_v1)

**Data pipeline (GitHub)**: https://github.com/skyscanner/user-session-gold-job

**SLO**: Daily at 09:00am UTC"
dev_trusted_silver,session,f_session_quarantine_v2,MANAGED,
dev_trusted_silver,session,f_session_quarantine_v3,MANAGED,
dev_trusted_silver,session,f_session_quarantine_v3_baseline,MANAGED,
dev_trusted_silver,session,f_session_replica,MANAGED,
dev_trusted_silver,session,interaction_entrypoint_quarantine,MANAGED,"This table consolidates the bad quality data

**Granularity**: Interaction mapping / row

**Data pipeline (Astronomer)**: [user_activity_dag_v1](https://cloud.astronomer.io/clvceu04b012p01my370eiwjx/dags?name=user_activity_dag_v1)

**Data pipeline (GitHub)**: https://github.com/Skyscanner/user-activity-job-v2"
dev_trusted_silver,session,interaction_entrypoint_quarantine_v2,MANAGED,"This table consolidates the bad quality data

**Granularity**: Interaction mapping / row

**Data pipeline (Astronomer)**: [user_activity_dag_v1](https://cloud.astronomer.io/clvceu04b012p01my370eiwjx/dags?name=user_activity_dag_v1)

**Data pipeline (GitHub)**: https://github.com/Skyscanner/user-activity-job-v2"
dev_trusted_silver,session,interaction_entrypoint_quarantine_v3,MANAGED,"This table consolidates the bad quality data

**Granularity**: Interaction mapping / row

**Data pipeline (Astronomer)**: [user_activity_dag_v1](https://cloud.astronomer.io/clvceu04b012p01my370eiwjx/dags?name=user_activity_dag_v1)

**Data pipeline (GitHub)**: https://github.com/Skyscanner/user-activity-job-v2"
dev_trusted_silver,session,intermediate_booking_session,MANAGED,"Intermediate table combining hotel and car hire redirect sessions with booking counts Each row represents a redirect attempt with booking details joined if available

**Granularity**: One row per session_id and redirect_id pair Booking data is merged when available

**Data contract**: https://skyscanner.atlassian.net/l/cp/XXGD51kh

**Data pipeline (Astronomer)**: [user_activity_dag_v1](https://cloud.astronomer.io/clvceu04b012p01my370eiwjx/dags?name=user_activity_dag_v1)

**Data pipeline (GitHub)**: https://github.com/skyscanner/user-activity-session-job-v2"
dev_trusted_silver,session,intermediate_booking_session_v3_baseline,MANAGED,"Intermediate table combining hotel and car hire redirect sessions with booking counts Each row represents a redirect attempt with booking details joined if available

**Granularity**: One row per session_id and redirect_id pair Booking data is merged when available

**Data contract**: https://skyscanner.atlassian.net/l/cp/XXGD51kh

**Data pipeline (Astronomer)**: [user_activity_dag_v1](https://cloud.astronomer.io/clvceu04b012p01my370eiwjx/dags?name=user_activity_dag_v1)

**Data pipeline (GitHub)**: https://github.com/skyscanner/user-activity-session-job-v2"
dev_trusted_silver,session,intermediate_sam_ad_click_entrypoint,MANAGED,"This is an intermediate populated by enriching the sam vertical entrypoint mapping with click events to be used to be used in determine the vertical entrypoint in session.
Granularity: 'click Id with user and vertical entrypoint',
Data contract: 'N/A',
Data pipeline (Web Sessions): 'https://dagger.skyscannertools.net/tree?dag_id=web_sessions_dag_v1',
Data pipeline (GitHub): 'https://github.skyscannertools.net/skyscanner/sessions-job'"
dev_trusted_silver,session,intermediate_session_change_tracker,MANAGED,"This is an intermediate table which stores the dates for which the aggregation will be performed.

**Granularity**: Dates and run types per day

**Data contract**: https://skyscanner.atlassian.net/l/cp/dXK1u09w

**Data pipeline (Astronomer)**: [session_aggregate_dag_v1](https://cloud.astronomer.io/clvceu04b012p01my370eiwjx/dags?name=session_aggregate_dag_v1)

**Data pipeline (GitHub)**: https://github.com/skyscanner/session-aggregate-gold-job-v2

**SLO**: Daily at 10:00am UTC"
dev_trusted_silver,session,intermediate_session_change_tracker_v2,MANAGED,"This is an intermediate table which stores the dates for which the aggregation will be performed.

**Granularity**: Dates and run types per day

**Data contract**: https://skyscanner.atlassian.net/l/cp/dXK1u09w

**Data pipeline (Astronomer)**: [session_aggregate_dag_v1](https://cloud.astronomer.io/clvceu04b012p01my370eiwjx/dags?name=session_aggregate_dag_v1)

**Data pipeline (GitHub)**: https://github.com/skyscanner/session-aggregate-gold-job-v2

**SLO**: Daily at 10:00am UTC"
dev_trusted_silver,session,map_session_redirect,MANAGED,"This table maps the redirect_id from redirect with the session_id from session dataset. This helps connect session to redirect wherever a redirect exists.
Data contract: 'https://skyscanner.atlassian.net/l/cp/06qR9s13',
Data pipeline (Web Sessions): 'https://dagger.skyscannertools.net/tree?dag_id=web_sessions_dag_v1',
Data pipeline (App Sessions): 'https://dagger.skyscannertools.net/tree?dag_id=app_sessions_dag_v1',
Data pipeline (GitHub): 'https://github.skyscannertools.net/tuxedo/sessions-job'"
dev_trusted_silver,session,map_session_redirect_poc,MANAGED,
dev_trusted_silver,session,map_session_view,MANAGED,"This table maps the view_id from ui_view with the session_id from session dataset. This helps connect views with a session that views exists in.
Data contract: 'https://skyscanner.atlassian.net/l/cp/06qR9s13',
Data pipeline (Web Sessions): 'https://dagger.skyscannertools.net/tree?dag_id=web_sessions_dag_v1',
Data pipeline (App Sessions): 'https://dagger.skyscannertools.net/tree?dag_id=app_sessions_dag_v1',
Data pipeline (GitHub): 'https://github.skyscannertools.net/tuxedo/sessions-job'"
dev_trusted_silver,session,map_session_view_app_poc,MANAGED,
dev_trusted_silver,session,map_session_view_poc,MANAGED,
dev_trusted_silver,session,map_session_view_poc_1,MANAGED,
dev_trusted_silver,session,redirect_rtid_mapping_poc,MANAGED,
dev_trusted_silver,session,sam_vertical_entrypoint_mapping_quarantine,MANAGED,"This table consolidates the bad quality data

**Granularity**: Ad mapping / row

**Data pipeline (Astronomer)**: [user_activity_dag_v1](https://cloud.astronomer.io/clvceu04b012p01my370eiwjx/dags?name=user_activity_dag_v1)

**Data pipeline (GitHub)**: https://github.com/Skyscanner/user-activity-job-v2"
dev_trusted_silver,session,sam_vertical_entrypoint_mapping_quarantine_v2,MANAGED,"This table consolidates the bad quality data

**Granularity**: Ad mapping / row

**Data pipeline (Astronomer)**: [user_activity_dag_v1](https://cloud.astronomer.io/clvceu04b012p01my370eiwjx/dags?name=user_activity_dag_v1)

**Data pipeline (GitHub)**: https://github.com/Skyscanner/user-activity-job-v2"
dev_trusted_silver,session,sam_vertical_entrypoint_mapping_quarantine_v3,MANAGED,"This table consolidates the bad quality data

**Granularity**: Ad mapping / row

**Data pipeline (Astronomer)**: [user_activity_dag_v1](https://cloud.astronomer.io/clvceu04b012p01my370eiwjx/dags?name=user_activity_dag_v1)

**Data pipeline (GitHub)**: https://github.com/Skyscanner/user-activity-job-v2"
dev_trusted_silver,session,search_rtid_mapping_poc,MANAGED,
dev_trusted_silver,session,search_session,MANAGED,
dev_trusted_silver,session,session,MANAGED,
dev_trusted_silver,session,session_backfill_before_attribution,MANAGED,
dev_trusted_silver,session,session_backup,MANAGED,
dev_trusted_silver,session,session_before_attribution,MANAGED,
dev_trusted_silver,session,session_dev,MANAGED,
dev_trusted_silver,session,session_extended_metrics_poc,MANAGED,"A session refers to a set of user actions on the Skyscanner platform during a specific period. This can include various activities such as viewing multiple pages/screens, interacting with different elements, and completing transactions. A session serves as a container for the users actions on the Skyscanner product.
Granularity: 'One row per session.',
Data contract: 'https://skyscanner.atlassian.net/l/cp/8TXvAQBY',
Data pipeline (Web Sessions): 'https://dagger.skyscannertools.net/tree?dag_id=web_sessions_dag_v1',
Data pipeline (App Sessions): 'https://dagger.skyscannertools.net/tree?dag_id=app_sessions_dag_v1',
Data pipeline (GitHub): 'https://github.skyscannertools.net/tuxedo/sessions-job'"
dev_trusted_silver,session,session_feb_backfill,MANAGED,
dev_trusted_silver,session,session_feb_backfill_before_attribution,MANAGED,
dev_trusted_silver,session,session_poc,MANAGED,"A session refers to a set of user actions on the Skyscanner platform during a specific period. This can include various activities such as viewing multiple pages/screens, interacting with different elements, and completing transactions. A session serves as a container for the users actions on the Skyscanner product.
Granularity: 'One row per session.',
Data contract: 'https://skyscanner.atlassian.net/l/cp/8TXvAQBY',
Data pipeline (Web Sessions): 'https://dagger.skyscannertools.net/tree?dag_id=web_sessions_dag_v1',
Data pipeline (App Sessions): 'https://dagger.skyscannertools.net/tree?dag_id=app_sessions_dag_v1',
Data pipeline (GitHub): 'https://github.skyscannertools.net/tuxedo/sessions-job'"
dev_trusted_silver,session,session_poc_1,MANAGED,
dev_trusted_silver,session,session_poc_checkpoint,MANAGED,
dev_trusted_silver,session,session_poc_dbr,MANAGED,
dev_trusted_silver,session,session_quarantine,MANAGED,
dev_trusted_silver,session,session_quarantine_final,MANAGED,
dev_trusted_silver,session,session_quarantine_new,MANAGED,
dev_trusted_silver,session,session_with_entrypoints_before_attribution,MANAGED,
dev_trusted_silver,session,sessions_backfill_tmp,MANAGED,
dev_trusted_silver,session,sessions_w_path_details_07dec2019,MANAGED,
dev_trusted_silver,session,temp_sessoin_agg,MANAGED,
dev_trusted_silver,session,temp_v_session_agg,VIEW,
dev_trusted_silver,session,test_session_store,MANAGED,
dev_trusted_silver,session,ui_view,MANAGED,
dev_trusted_silver,session,ui_view_backfill,MANAGED,
dev_trusted_silver,session,ui_view_daily,MANAGED,
dev_trusted_silver,session,ui_view_repair,MANAGED,
dev_trusted_silver,session,unified_session_temp,MANAGED,
dev_trusted_silver,session,unified_session_temp_alt,MANAGED,
dev_trusted_silver,session,user_activity_session,MANAGED,"This table sessionise the user activities by assigning session_id to an activity

**Granularity**: Non-aggregated raw sessions. One row will represent unique user activity per session

**Data contract**: https://skyscanner.atlassian.net/l/cp/XXGD51kh

**Data pipeline (Astronomer)**: [user_activity_dag_v1](https://cloud.astronomer.io/clvceu04b012p01my370eiwjx/dags?name=user_activity_dag_v1)

**Data pipeline (GitHub)**: https://github.com/skyscanner/user-activity-session-job

**SLO**: Daily at 08:45am UTC"
dev_trusted_silver,session,user_activity_session_channelmapping,MANAGED,
dev_trusted_silver,session,user_activity_session_debug,MANAGED,
dev_trusted_silver,session,user_activity_session_deviceatlas,MANAGED,
dev_trusted_silver,session,user_activity_session_entrypoint,MANAGED,
dev_trusted_silver,session,user_activity_session_quarantine,MANAGED,"The quarantine table for user_activity_session stores records that fail validation checks

**Granularity**: Non-aggregated raw sessions. One row will represent unique user activity per session

**Data contract**: NA

**Data pipeline (Astronomer)**: [user_activity_dag_v1](https://cloud.astronomer.io/clvceu04b012p01my370eiwjx/dags?name=user_activity_dag_v1)

**Data pipeline (GitHub)**: https://github.com/skyscanner/user-activity-session-job"
dev_trusted_silver,session,user_activity_session_quarantine_1,MANAGED,
dev_trusted_silver,session,user_activity_session_quarantine_v2,MANAGED,
dev_trusted_silver,session,user_activity_session_quarantine_v3_baseline,MANAGED,
dev_trusted_silver,session,user_activity_session_session_refresh,MANAGED,
dev_trusted_silver,session,user_activity_session_temp,MANAGED,
dev_trusted_silver,session,user_activity_session_transport,MANAGED,
dev_trusted_silver,session,user_activity_session_tux_3679,MANAGED,
dev_trusted_silver,session,user_activity_session_tux_3679_fix2,MANAGED,
dev_trusted_silver,session,user_activity_session_uas_poc2_v1,MANAGED,
dev_trusted_silver,session,user_activity_session_utid_defrag,MANAGED,
dev_trusted_silver,session,user_activity_session_v2,MANAGED,
dev_trusted_silver,session,user_activity_session_v3,MANAGED,
dev_trusted_silver,session,user_activity_session_v3_baseline,MANAGED,
dev_trusted_silver,session,v_session_with_activity,VIEW,
dev_trusted_silver,session,views_w_channel_mapping_app_extended_metrics,MANAGED,
dev_trusted_silver,session,wasp,MANAGED,
dev_trusted_silver,session,wasp_gold_final,MANAGED,
dev_trusted_silver,session,wasp_gold_temp,MANAGED,
dev_trusted_silver,session,wasp_gold_temp1,MANAGED,
dev_trusted_silver,session,web_session_extended_poc,MANAGED,
dev_trusted_silver,session,web_session_extended_poc_v1,MANAGED,
dev_trusted_silver,session,web_session_extended_redirect_count_poc,MANAGED,
dev_trusted_silver,session,web_session_id_tmp,MANAGED,
dev_trusted_silver,tcs_price_accuracy_flight,dv_tcs_attributes_accuracy,MANAGED,"TCS attributes accuracy data: personal baggage, change and cancellation policy attributes from Skyscanner and partner sites

**Granularity**: One row per redirect(redirect id)

**Data contract**: [Silver+-+dv+tcs+attributes+accuracy](https://skyscanner.atlassian.net/wiki/x/HADjfQ)

**Data pipeline**: [dv-tcs-dag](https://cloud.astronomer.io/cl7gb04pk766868ptyveanlcslc/dags/clon0viit1783539u1j4c39jfvu/dv-tcs-pipeline_dag)

**Data pipeline (Github)**: [dv-tcs-pipeline](https://github.com/skyscanner/dv-tcs-pipeline)

**SLO**: 07:00 am UTC"
dev_trusted_silver,tcs_price_accuracy_flight,vendor_tcs_attributes_accuracy,MANAGED,"TCS attributes accuracy data from third-party vendor scrapes from partner sites

**Granularity**: One row per redirect (redirect id)

**Data contract**: [Silver+-+vendor+tcs+attributes+accuracy](https://skyscanner.atlassian.net/wiki/x/TIBSiQ)

**Data pipeline**: [dv-tcs-dag](https://cloud.astronomer.io/cl7gb04pk766868ptyveanlcslc/dags/clon0viit1783539u1j4c39jfvu/dv-tcs-pipeline_dag)

**Data pipeline (Github)**: [dv-tcs-pipeline](https://github.com/skyscanner/dv-tcs-pipeline)

**SLO**: 07:00 am UTC"
dev_trusted_silver,technical_seo_linking,car_hire_inventory,MANAGED,"Technical SEO data to contain all available information to produce a valid car hire page at an entity level

**Granularity**: A row is a car hire provider (a.k.a. supplier) per geographical entity

**Data contract**: [Silver - Technical SEO Linking - car_hire_inventory](https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/1709113543/car_hire_inventory)

**Data pipeline**: [aggregated_valid_inventory_dag_v2](https://skyscanner.astronomer.run/dc39jfvu/dags/aggregated_valid_inventory_dag_v2/grid)

**Data pipeline (Github)**: [aggregated_valid_inventory_dag_v2](https://github.com/skyscanner/link-service-astro-dag/blob/develop/dags/valid_page_data_generation_dag_v2.py)

**SLO**: Daily at 09:00 am UTC"
dev_trusted_silver,technical_seo_linking,flight_inventory,MANAGED,"Technical Seo valid flight routes per carrier, origin/destination geo information and number of stops

**Granularity**: One row per flight route

**Data contract**: [Silver - Technical SEO Linking - flight_inventory](https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/1378678065/flight_inventory)

**Data pipeline**: [aggregated_valid_inventory_dag_v1](https://skyscanner.astronomer.run/dc39jfvu/dags/aggregated_valid_inventory_dag_v1/grid)

**Data pipeline (Github)**: [aggregated_valid_inventory_dag](https://github.com/skyscanner/link-service-astro-dag/blob/master/dags/aggregated_valid_inventory_dag.py)

**SLO**: Daily at 12:00 pm UTC"
dev_trusted_silver,technical_seo_linking,hotel_inventory,MANAGED,"Technical SEO data containing the inventory of hotels with content used to populate all of the hotel valid pages

**Granularity**: A row is one hotel entity

**Data contract**: [Silver - Technical SEO Linking - hotel_inventory](https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/1426568155/hotel_inventory)

**Data pipeline**: [aggregated_valid_inventory_dag_v2](https://skyscanner.astronomer.run/dc39jfvu/dags/aggregated_valid_inventory_dag_v2/grid)

**Data pipeline (Github)**: [aggregated_valid_inventory_dag_v2](https://github.com/skyscanner/link-service-astro-dag/blob/develop/dags/valid_page_data_generation_dag_v2.py)

**SLO**: Daily at 09:00 am UTC"
dev_trusted_silver,technical_seo_linking,package_inventory,MANAGED,"Technical SEO data containing cities with package holiday supply, used to generate package-holidays-in-city valid pages

**Granularity**: A row is one city entity with package supply

**SLO**: Daily at 09:00 am UTC"
dev_trusted_silver,technical_seo_linking,page_instance_session,MANAGED,"Technical Seo page instance sessions table - contains number of sessions for each instance of a page type over the last 12 months

**Granularity**: One row per page instance

**Data contract**: [Silver - Technical SEO Linking - page_instance_session](https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/1378646664/page_instance_session)

**Data pipeline**: [page_type_session_data_generation_dag_v1](https://skyscanner.astronomer.run/dc39jfvu/dags/page_type_session_data_generation_dag_v1/)

**Data pipeline (Github)**: [page_type_session_data_generation_dag](https://github.com/skyscanner/link-service-astro-dag/blob/master/dags/page_type_session_data_generation_dag.py)

**SLO**: Daily at 12:00 pm UTC"
dev_trusted_silver,technical_seo_linking,page_instance_session_daily,MANAGED,"Daily SEO web acquisition page instances — grouped by page type and params with acquisition counts

**Granularity**: One row per page instance per day

**SLO**: Daily at 12:00 pm UTC"
dev_trusted_silver,technical_seo_linking,page_instance_session_yearly,MANAGED,"Yearly SEO web acquisition page instances — session counts aggregated over a rolling 365-day window, grouped by page type and derived params

**Granularity**: One row per (page_type, derived_params) combination per rolling year

**SLO**: Daily at 12:00 pm UTC"
dev_trusted_silver,technical_seo_linking,sitemap,MANAGED,"Sitemap data combining valid pages with their resolved URLs, enriched with domain and vertical tags

**Granularity**: One row per URL per market and locale

**SLO**: Daily at 12:00 pm UTC"
dev_trusted_silver,technical_seo_linking,valid_page_instance,MANAGED,"All valid page instances with inventory per page type, as determined by queries from marketing requirements

**Granularity**: One row per page instance

**Data contract**: [Silver - Technical SEO Linking - valid_page_instance](https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/1378581872/valid_page_instance)

**Data pipeline**: [valid_page_data_generation_dag_v2](https://skyscanner.astronomer.run/dc39jfvu/dags/valid_page_data_generation_dag_v2/grid)

**Data pipeline (Github)**: [valid_page_data_generation_dag_v2](https://github.com/skyscanner/link-service-astro-dag/blob/master/dags/valid_page_data_generation_dag_v2.py)

**SLO**: Daily at 12:00 pm UTC"
